"flags","cltxt01"
0,"I'm sorry!\nI freak out so easily, I wouldn't have ignored you but I was scared.\nas much as i want to talk, I can't; I really do want to I just cant"
0,"Just had to put my dog down. "
0,"I just want one boy to like me for me and not because I'm 'easy' or for my body, it's just so unfair, I'm so vulnerable and I get taken advantage of so easily. "
0,"Love my boyfriend more than anything or anyone, i give him my everything and he just doesnt seem to love me the same"
0,"Today my suicidal friend told me I'm the only person who makes them smile when their at their worst, it's honestly made me feel so much better about myself. "
0,"I can do this💪🏻"
0,"Why must you make everything so complicated "
0,"friend : oh hi i havent seen you in a while \nme: no i just have tried to avoid u ....... shit did i just say that out loud "
0,"Don't know what i did before this app!It's quite literally been a godsend to me!😀xx"
0,"Ruined my 15 months clean last night :( I hate myself for it "
0,"I feel so lonely as my friends have changed so much "
0,"So you would rather your daughter be upset and depressed and take her away from the guy she loves rather than let her be happy with them ..."
0," "
0,"My boyfriend won't let me go out with my friends apart from the gay one he's met. However, he's allowed to go out and was even at some girls house last week.. He's controlling and I still apologise?=\u0001"
0,"When people say you're attention seeking just because you want their support ="""
0,"looking out the window not knowing someones walking by and making eye contact with them is the most awkward thing ever"
0,"suicide isn't giving up it's taking charge 💪"
0,"Never quit. Never give up. Never lose hope. Love is everywhere, you just have to see it in the little things. Keep strong. ❤️❤️❤️"
0,"Me and my friend wanted to go to a fun park and all the others made a group chat about it without us so now I can't even go, fuck this shit anyway."
10,"K_i-k n a - m es???"
0,"I'm so TIRED."
0,"Counselling isn't working. Gonna face it and go back to the doctors. =\u0001"
0,"Kiss me like its the last time your see me, love me unconditionally and smile because nothing else matters  "
0,"Hate loosing friends like.."
0,"my friend tried to commit suicide and was brought to a/e where she tried again..I was on the phone to her as she bled out, I didn't know which hospital she was at. she's alive now, managing quite Well"
0,"Girls like me know what it feels to lack parental love They are there but make you feel worthless we can't cry in front of them..  But we know that our pillows have seen our truest tears..."
0,"""You used to be fun"" has to be the worst sentence I've ever heard =\u0013"
0,"I've realised that now I don't need anyone, I can rely on myself. I am a strong person and anyone who thinks different, I'll happily show them the door."
0,"Why not we include no gay relationship in this Christian study's booklet on relationship. Well Fuck you too"
0,"I literally can't cope with not having anyone there not even for kissing and all that shit just the be with and have there for me someone who actually wants me"
0,"Im scared of angry people "
0,"Just sick of this =\u0012"
0,"Feeling lol"
0,"I get moody with my boyfriend over stupid things. I don't mean to, I honestly do appreciate him and I love him. 8 months with him, and I wouldn't change him for the world. <\u000f=\u0010=�"
0,"I'm gonna throw up "
0,"Purposely ignoring the fact that he just picked his nose in front of you ..... Cause he has good hair =\u0002=\u0002"
0,"As silly as it sounds, I am depressed as shit over one silly guy. "
0,"Thank you for making me a verified user 😂 idk what it means but thanks 👌🏽"
0,"My hair always seems to be full of knots "
0,"Starting to see i dont need you or your shit in my life anymore"
0,"How are you supposed to know who is your true friend or not? "
0,"Don't hate, meditate 🌾🌿"
0,"Dont want to start self harming but i will if this pain dont go away😭"
10,"Tate and Violet =�=�"
0,"I SPILLED APPLE CIDER ON MY BED OMG NO"
0,"So tired but I can't sleep😩"
0,"So I'm in a group of three. All my other friends have now got boyfriends and they spend a lot of time together or kiss when I'm there. Single Pringle over here!"
0,"All I really want is to be able to find a boy who my dad would be proud of me taking home, but that's the thing in this screwed up town there is no decent people.. Only people trying to be king player"
0,"People get such a shock when I tell them my age =\u0002=\u0002"
0,"I wish I didn't feel like this, I wish I was never made second best"
0,"He's trying to help me. He talks to me for hours on the phone so I won't be alone and the thoughts won't come back. I think I'm falling for him..."
7,"I WANT TO KILL YOU😡😡😡"
0,"=!=!=!=!"
0,"Fuck you and your bullshit I am better off without you "
7,"hiii 1240985  testing don't know"
0,"Off for a week 👌👌"
0,"I lost my Aunty that was basically a mum to me as my mum is on drugs and shit and tells her children she's going to kill herself everyday her youngest daughter is 11, cancer y did u take my Aunty =-"
0,"On my way to school =+=+fml=\u0012=\u0012"
0,"My best friend is pushing me away..the day after i told her I think im depressed..."
0,"I love the notifications silent Secret send out!!!💞💞"
0,"When you want to talk to someone but you feel like you annoy them 😕"
0,"Drunk people piss me off."
0,"Watching Finchwings stream"
0,"Going to sleep at night and not being able to get comfortable. Wake up in the morning and my bed is like a warm cloud. Oh the struggles"
0,"I hate myself."
0,"•I feel like as soon as somebody knows too much, they don't want anything to do with me anymore. Even when it was them begging me to tell them ""what was wrong""•"
0,"How come when I wear makeup I look like an Oompa Loompa no matter how pale the shade is. "
0,"I mean, if I was dead, then I wouldn't be a burden, sure people might miss me, but I'm not too important to anyone, they'd move on eventually..."
0,"Some people don't live with there mum and dad for a reason=\u0001I know my boy Bestfriend who doesn't because of what he's been through=\u0014 I hate seeing/knowing all the pain he is in=\u001e=+"
0,"When is it my turn to be happy? "
0,"Every little thing about you is perfect! Don't forget that! ✨"
0,"Sometimes i just look at myself and think what went wrong #feelings =*=6=\u0014"
0,"memories..."
0,"Im alone "
0,"The worst thing is being let down by him missing him and still smelling him in your bed =- "
0,"i honestly dont understand why parents get angry at kids for talking to people on social media they've never met but then its ok for them to talk to strangers on dating sites & stuff like that.. why?"
7,"Anyone want to talk .\nkik me : awais.57"
0,"Suicide: a permanent solution to a temporary problem. You can get through it. Cheer up, buttercup <;"
0,"I hate this feeling =-"
0,"Today, I don't feel so good "
0,"I'm 13 and I've only kissed a boy all my friends say stuff about me because I'm a frigit but now I'm holding down a relationship but I'm scared to do anything what should I do"
0,"Each day I compliment someone - anyone. Because in this society we find it hard to see the good in us that others see"
0,"Whoever you are, wherever you are, you're unique, special and beautiful inside and out! Stay strong! "
